humanGene	macaqueGene	marmosetGene	mouseGene	humanOrthNum	macaqueOrthNum	marmosetOrthNum	 mouseOrthNum
CRYGA	CRYGA	CRYGA	Cryga	1	1	1	1
CRYGB	CRYGB	CRYGB	Crygb	1	1	1	1
CRYGD	CRYGD	CRYGD	Crygd	1	1	1	1
CRYGN	CRYGN	CRYGN	Crygn	1	1	1	1
CRYGS	CRYGS	CRYGS	Crygs	1	1	1	1
CRYL1	CRYL1	CRYL1	Cryl1	1	1	1	1
CRYM	CRYM	CRYM	Crym	1	1	1	1
CRYZL1	CRYZL1	CRYZL1	Cryzl1	1	1	1	1
CSAD	CSAD	CSAD	Csad	1	1	1	1
CSDC2	CSDC2	CSDC2	Csdc2	1	1	1	1
CSDE1	CSDE1	CSDE1	Csde1	1	1	1	1
CSE1L	CSE1L	CSE1L	Cse1l	1	1	1	1
CSF1	CSF1	CSF1	Csf1	1	1	1	1
CSF1R	CSF1R	CSF1R	Csf1r	1	1	1	1
CSF2	CSF2	CSF2	Csf2	1	1	1	1
CSF3R	CSF3R	CSF3R	Csf3r	1	1	1	1
CSGALNACT1	CSGALNACT1	CSGALNACT1	Csgalnact1	1	1	1	1
CSGALNACT2	CSGALNACT2	CSGALNACT2	Csgalnact2	1	1	1	1
CSK	CSK	CSK	Csk	1	1	1	1
CSMD1	CSMD1	CSMD1	Csmd1	1	1	1	1
CSMD2	CSMD2	CSMD2	Csmd2	1	1	1	1
CSMD3	CSMD3	CSMD3	Csmd3	1	1	1	1
CSN2	CSN2	CSN2	Csn2	1	1	1	1
CSN3	CSN3	CSN3	Csn3	1	1	1	1
CSNK1A1	CSNK1A1	CSNK1A1	Csnk1a1	1	1	1	1
CSNK1D	CSNK1D	CSNK1D	Csnk1d	1	1	1	1
CSNK1G1	CSNK1G1	CSNK1G1	Csnk1g1	1	1	1	1
CSNK1G2	CSNK1G2	CSNK1G2	Csnk1g2	1	1	1	1
CSNK1G3	CSNK1G3	CSNK1G3	Csnk1g3	1	1	1	1
CSNK2A2	CSNK2A2	CSNK2A2	Csnk2a2	1	1	1	1
CSNK2A3	ENSMFAG00000039007	CSNK2A3	Gm10031	1	1	1	1
CSPG5	CSPG5	CSPG5	Cspg5	1	1	1	1
CSPP1	CSPP1	CSPP1	Cspp1	1	1	1	1
CSRNP1	CSRNP1	CSRNP1	Csrnp1	1	1	1	1
CSRNP2	CSRNP2	CSRNP2	Csrnp2	1	1	1	1
CSRNP3	CSRNP3	CSRNP3	Csrnp3	1	1	1	1
CSRP1	CSRP1	CSRP1	Csrp1	1	1	1	1
CSRP2	CSRP2	CSRP2	Csrp2	1	1	1	1
CSRP3	CSRP3	CSRP3	Csrp3	1	1	1	1
CST11	CST11	CST11	Cst11	1	1	1	1
CST3	CST3	CST3	Cst3	1	1	1	1
CST6	CST6	CST6	Cst6	1	1	1	1
CST8	CST8	CST8	Cst8	1	1	1	1
CSTF2	CSTF2	CSTF2	Cstf2	1	1	1	1
CSTF2T	ENSMFAG00000042009	CSTF2T	Cstf2t	1	1	1	1
CSTF3	CSTF3	CSTF3	Cstf3	1	1	1	1
CSTL1	CSTL1	CSTL1	Cstl1	1	1	1	1
CT55	CT55	CT55	Gm14597	1	1	1	1
CTBP2	CTBP2	CTBP2	Ctbp2	1	1	1	1
CTBS	CTBS	CTBS	Ctbs	1	1	1	1
CTC1	CTC1	CTC1	Ctc1	1	1	1	1
CTCF	CTCF	CTCF	Ctcf	1	1	1	1
CTCFL	CTCFL	CTCFL	Ctcfl	1	1	1	1
CTDP1	CTDP1	CTDP1	Ctdp1	1	1	1	1
CTDSP1	CTDSP1	CTDSP1	Ctdsp1	1	1	1	1
CTDSPL	CTDSPL	CTDSPL	Ctdspl	1	1	1	1
CTDSPL2	CTDSPL2	CTDSPL2	Ctdspl2	1	1	1	1
CTF1	CTF1	CTF1	Ctf1	1	1	1	1
CTGF	CTGF	CTGF	Ctgf	1	1	1	1
CTH	CTH	CTH	Cth	1	1	1	1
CTHRC1	CTHRC1	CTHRC1	Cthrc1	1	1	1	1
CTIF	CTIF	CTIF	Ctif	1	1	1	1
CTLA4	CTLA4	CTLA4	Ctla4	1	1	1	1
CTNNA1	CTNNA1	CTNNA1	Ctnna1	1	1	1	1
CTNNA3	CTNNA3	ENSCJAG00000019354	Ctnna3	1	1	1	1
CTNNAL1	CTNNAL1	CTNNAL1	Ctnnal1	1	1	1	1
CTNNB1	CTNNB1	CTNNB1	Ctnnb1	1	1	1	1
CTNNBIP1	CTNNBIP1	CTNNBIP1	Ctnnbip1	1	1	1	1
CTNNBL1	CTNNBL1	CTNNBL1	Ctnnbl1	1	1	1	1
CTNND2	CTNND2	CTNND2	Ctnnd2	1	1	1	1
CTNS	CTNS	CTNS	Ctns	1	1	1	1
CTPS1	CTPS1	CTPS1	Ctps	1	1	1	1
CTPS2	CTPS2	CTPS2	Ctps2	1	1	1	1
CTR9	CTR9	CTR9	Ctr9	1	1	1	1
CTRL	CTRL	CTRL	Ctrl	1	1	1	1
CTSA	CTSA	CTSA	Ctsa	1	1	1	1
CTSB	CTSB	CTSB	Ctsb	1	1	1	1
CTSC	CTSC	CTSC	Ctsc	1	1	1	1
CTSE	CTSE	CTSE	Ctse	1	1	1	1
CTSF	CTSF	CTSF	Ctsf	1	1	1	1
CTSG	CTSG	CTSG	Ctsg	1	1	1	1
CTSH	CTSH	CTSH	Ctsh	1	1	1	1
CTSK	CTSK	CTSK	Ctsk	1	1	1	1
CTSO	CTSO	CTSO	Ctso	1	1	1	1
CTSS	CTSS	CTSS	Ctss	1	1	1	1
CTSV	ENSMFAG00000035644	CTSV	Ctsl	1	1	1	1
CTSW	CTSW	CTSW	Ctsw	1	1	1	1
CTSZ	CTSZ	CTSZ	Ctsz	1	1	1	1
CTTN	CTTN	CTTN	Cttn	1	1	1	1
CTTNBP2	CTTNBP2	CTTNBP2	Cttnbp2	1	1	1	1
CTTNBP2NL	CTTNBP2NL	CTTNBP2NL	Cttnbp2nl	1	1	1	1
CTU1	CTU1	ENSCJAG00000018499	Ctu1	1	1	1	1
CTXN2	CTXN2	CTXN2	Ctxn2	1	1	1	1
CTXN3	CTXN3	CTXN3	Ctxn3	1	1	1	1
CUBN	CUBN	CUBN	Cubn	1	1	1	1
CUEDC1	CUEDC1	CUEDC1	Cuedc1	1	1	1	1
CUEDC2	CUEDC2	CUEDC2	Cuedc2	1	1	1	1
CUL1	CUL1	CUL1	Cul1	1	1	1	1
CUL2	CUL2	CUL2	Cul2	1	1	1	1
CUL3	CUL3	CUL3	Cul3	1	1	1	1
CUL4A	CUL4A	CUL4A	Cul4a	1	1	1	1
CUL4B	CUL4B	CUL4B	Cul4b	1	1	1	1
CUL5	CUL5	CUL5	Cul5	1	1	1	1
CUL7	CUL7	CUL7	Cul7	1	1	1	1
CUL9	CUL9	CUL9	Cul9	1	1	1	1
CUTA	CUTA	CUTA	Cuta	1	1	1	1
CUTC	CUTC	CUTC	Cutc	1	1	1	1
CUX1	CUX1	CUX1	Cux1	1	1	1	1
CUX2	CUX2	CUX2	Cux2	1	1	1	1
CUZD1	CUZD1	CUZD1	Cuzd1	1	1	1	1
CWC15	CWC15	CWC15	Cwc15	1	1	1	1
CWC25	CWC25	CWC25	Cwc25	1	1	1	1
CWC27	CWC27	CWC27	Cwc27	1	1	1	1
CWF19L2	CWF19L2	CWF19L2	Cwf19l2	1	1	1	1
CWH43	ENSMFAG00000000295	CWH43	Cwh43	1	1	1	1
CX3CL1	ENSMFAG00000031661	CX3CL1	Cx3cl1	1	1	1	1
CX3CR1	CX3CR1	CX3CR1	Cx3cr1	1	1	1	1
CXCL10	CXCL10	CXCL10	Cxcl10	1	1	1	1
CXCL11	CXCL11	CXCL11	Cxcl11	1	1	1	1
CXCL12	CXCL12	CXCL12	Cxcl12	1	1	1	1
CXCL13	CXCL13	CXCL13	Cxcl13	1	1	1	1
CXCL14	CXCL14	CXCL14	Cxcl14	1	1	1	1
CXCL16	CXCL16	CXCL16	Cxcl16	1	1	1	1
CXCL17	ENSMFAG00000044975	CXCL17	Cxcl17	1	1	1	1
CXCL8	CXCL8	CXCL8	Cxcl15	1	1	1	1
CXCL9	CXCL9	CXCL9	Cxcl9	1	1	1	1
CXCR1	CXCR1	CXCR1	Cxcr1	1	1	1	1
CXCR3	CXCR3	CXCR3	Cxcr3	1	1	1	1
CXCR4	CXCR4	CXCR4	Cxcr4	1	1	1	1
CXCR5	CXCR5	CXCR5	Cxcr5	1	1	1	1
CXCR6	CXCR6	CXCR6	Cxcr6	1	1	1	1
CXorf21	CXorf21	CXorf21	5430427O19Rik	1	1	1	1
CXorf36	CXorf36	CXorf36	4930578C19Rik	1	1	1	1
CXorf38	CXorf38	CXorf38	1810030O07Rik	1	1	1	1
CXorf57	CXorf57	CXorf57	D330045A20Rik	1	1	1	1
CXorf65	CXorf65	CXorf65	Gm614	1	1	1	1
CXorf66	CXorf66	CXorf66	Gm7073	1	1	1	1
CXXC4	CXXC4	CXXC4	Cxxc4	1	1	1	1
CXXC5	CXXC5	CXXC5	Cxxc5	1	1	1	1
CYB561	CYB561	CYB561	Cyb561	1	1	1	1
CYB561A3	CYB561A3	CYB561A3	Cyb561a3	1	1	1	1
CYB561D1	CYB561D1	CYB561D1	Cyb561d1	1	1	1	1
CYB5B	CYB5B	CYB5B	Cyb5b	1	1	1	1
CYB5D2	CYB5D2	CYB5D2	Cyb5d2	1	1	1	1
CYB5R1	CYB5R1	CYB5R1	Cyb5r1	1	1	1	1
CYB5R2	CYB5R2	CYB5R2	Cyb5r2	1	1	1	1
CYB5R3	CYB5R3	CYB5R3	Cyb5r3	1	1	1	1
CYB5R4	CYB5R4	CYB5R4	Cyb5r4	1	1	1	1
CYB5RL	CYB5RL	CYB5RL	Cyb5rl	1	1	1	1
CYBA	CYBA	CYBA	Cyba	1	1	1	1
CYBB	CYBB	CYBB	Cybb	1	1	1	1
CYBRD1	CYBRD1	CYBRD1	Cybrd1	1	1	1	1
CYC1	CYC1	CYC1	Cyc1	1	1	1	1
CYFIP1	CYFIP1	CYFIP1	Cyfip1	1	1	1	1
CYFIP2	CYFIP2	CYFIP2	Cyfip2	1	1	1	1
CYGB	CYGB	CYGB	Cygb	1	1	1	1
CYHR1	CYHR1	CYHR1	Cyhr1	1	1	1	1
CYLC1	CYLC1	CYLC1	Cylc1	1	1	1	1
CYLC2	CYLC2	CYLC2	Cylc2	1	1	1	1
CYLD	CYLD	CYLD	Cyld	1	1	1	1
CYP11A1	CYP11A	CYP11A1	Cyp11a1	1	1	1	1
CYP17A1	CYP17A1	CYP17A1	Cyp17a1	1	1	1	1
CYP19A1	CYP19A1	CYP19A1	Cyp19a1	1	1	1	1
CYP1A1	CYP1A1	CYP1A1	Cyp1a1	1	1	1	1
CYP1A2	CYP1A2	CYP1A2	Cyp1a2	1	1	1	1
CYP1B1	CYP1B1	CYP1B1	Cyp1b1	1	1	1	1
CYP20A1	ENSMFAG00000040362	CYP20A1	Cyp20a1	1	1	1	1
CYP21A2	CYP21A2	CYP21A2	Cyp21a1	1	1	1	1
CYP24A1	CYP24A1	CYP24A1	Cyp24a1	1	1	1	1
CYP26A1	CYP26A1	CYP26A1	Cyp26a1	1	1	1	1
CYP26B1	CYP26B1	CYP26B1	Cyp26b1	1	1	1	1
CYP26C1	CYP26C1	CYP26C1	Cyp26c1	1	1	1	1
CYP27A1	CYP27A1	CYP27A1	Cyp27a1	1	1	1	1
CYP27B1	CYP27B1	CYP27B1	Cyp27b1	1	1	1	1
CYP2E1	CYP2E1	CYP2E1	Cyp2e1	1	1	1	1
CYP2R1	CYP2R1	CYP2R1	Cyp2r1	1	1	1	1
CYP2S1	CYP2S1	CYP2S1	Cyp2s1	1	1	1	1
CYP2U1	CYP2U1	CYP2U1	Cyp2u1	1	1	1	1
CYP2W1	CYP2W1	CYP2W1	Cyp2w1	1	1	1	1
CYP39A1	CYP39A1	CYP39A1	Cyp39a1	1	1	1	1
CYP46A1	CYP46A1	CYP46A1	Cyp46a1	1	1	1	1
CYP4B1	CYP4B1	CYP4B1	Cyp4b1	1	1	1	1
CYP4V2	CYP4V2	CYP4V2	Cyp4v3	1	1	1	1
CYP4X1	CYP4X1	CYP4X1	Cyp4x1	1	1	1	1
CYP7A1	CYP7A1	CYP7A1	Cyp7a1	1	1	1	1
CYP7B1	CYP7B1	CYP7B1	Cyp7b1	1	1	1	1
CYP8B1	CYP8B1	CYP8B1	Cyp8b1	1	1	1	1
CYR61	CYR61	CYR61	Cyr61	1	1	1	1
CYS1	CYS1	CYS1	Cys1	1	1	1	1
CYSLTR1	CYSLTR1	CYSLTR1	Cysltr1	1	1	1	1
CYSLTR2	CYSLTR2	CYSLTR2	Cysltr2	1	1	1	1
CYSRT1	CYSRT1	CYSRT1	Cysrt1	1	1	1	1
CYSTM1	CYSTM1	CYSTM1	Cystm1	1	1	1	1
CYTH1	CYTH1	CYTH1	Cyth1	1	1	1	1
CYTH2	CYTH2	CYTH2	Cyth2	1	1	1	1
CYTH3	CYTH3	CYTH3	Cyth3	1	1	1	1
CYTH4	CYTH4	CYTH4	Cyth4	1	1	1	1
CYTIP	CYTIP	CYTIP	Cytip	1	1	1	1
CYTL1	CYTL1	CYTL1	Cytl1	1	1	1	1
CYYR1	CYYR1	CYYR1	Cyyr1	1	1	1	1
D2HGDH	D2HGDH	D2HGDH	D2hgdh	1	1	1	1
DAAM1	DAAM1	DAAM1	Daam1	1	1	1	1
DAAM2	DAAM2	DAAM2	Daam2	1	1	1	1
DAB1	DAB1	DAB1	Dab1	1	1	1	1
DAB2	DAB2	DAB2	Dab2	1	1	1	1
DAB2IP	DAB2IP	DAB2IP	Dab2ip	1	1	1	1
DACH1	DACH1	DACH1	Dach1	1	1	1	1
DACH2	DACH2	DACH2	Dach2	1	1	1	1
DACT1	DACT1	DACT1	Dact1	1	1	1	1
DACT2	DACT2	DACT2	Dact2	1	1	1	1
DACT3	ENSMFAG00000030779	DACT3	Dact3	1	1	1	1
DAD1	DAD1	DAD1	Dad1	1	1	1	1
DAG1	DAG1	DAG1	Dag1	1	1	1	1
DAGLA	DAGLA	DAGLA	Dagla	1	1	1	1
DAGLB	DAGLB	DAGLB	Daglb	1	1	1	1
DALRD3	DALRD3	DALRD3	Dalrd3	1	1	1	1
DAND5	DAND5	DAND5	Dand5	1	1	1	1
DAO	DAO	DAO	Dao	1	1	1	1
DAP	ENSMFAG00000036456	ENSCJAG00000009227	Dap	1	1	1	1
DAP3	DAP3	DAP3	Dap3	1	1	1	1
DAPK1	DAPK1	DAPK1	Dapk1	1	1	1	1
DAPK2	DAPK2	DAPK2	Dapk2	1	1	1	1
DAPK3	DAPK3	DAPK3	Dapk3	1	1	1	1
DAPL1	DAPL1	DAPL1	Dapl1	1	1	1	1
DAPP1	DAPP1	DAPP1	Dapp1	1	1	1	1
DARS	DARS	DARS	Dars	1	1	1	1
DARS2	DARS2	DARS2	Dars2	1	1	1	1
DAW1	DAW1	DAW1	Daw1	1	1	1	1
DAXX	DAXX	DAXX	Daxx	1	1	1	1
DAZAP1	DAZAP1	DAZAP1	Dazap1	1	1	1	1
DAZL	DAZL	DAZL	Dazl	1	1	1	1
DBF4	DBF4	DBF4	Dbf4	1	1	1	1
DBH	DBH	DBH	Dbh	1	1	1	1
DBI	DBI	DBI	Dbi	1	1	1	1
DBN1	DBN1	DBN1	Dbn1	1	1	1	1
DBNDD1	DBNDD1	DBNDD1	Dbndd1	1	1	1	1
DBNDD2	DBNDD2	ENSCJAG00000017510	Dbndd2	1	1	1	1
DBNL	DBNL	DBNL	Dbnl	1	1	1	1
DBP	DBP	DBP	Dbp	1	1	1	1
DBR1	DBR1	DBR1	Dbr1	1	1	1	1
DBT	DBT	DBT	Dbt	1	1	1	1
DBX1	DBX1	DBX1	Dbx1	1	1	1	1
DBX2	DBX2	DBX2	Dbx2	1	1	1	1
DCAF1	DCAF1	DCAF1	Dcaf1	1	1	1	1
DCAF10	DCAF10	DCAF10	Dcaf10	1	1	1	1
DCAF11	DCAF11	DCAF11	Dcaf11	1	1	1	1
DCAF12	DCAF12	DCAF12	Dcaf12	1	1	1	1
DCAF15	DCAF15	DCAF15	Dcaf15	1	1	1	1
DCAF17	DCAF17	DCAF17	Dcaf17	1	1	1	1
DCAF4	DCAF4	ENSCJAG00000032024	Dcaf4	1	1	1	1
DCAF5	DCAF5	DCAF5	Dcaf5	1	1	1	1
DCAF6	DCAF6	DCAF6	Dcaf6	1	1	1	1
DCAF7	DCAF7	DCAF7	Dcaf7	1	1	1	1
DCAKD	DCAKD	DCAKD	Dcakd	1	1	1	1
DCBLD1	DCBLD1	DCBLD1	Dcbld1	1	1	1	1
DCBLD2	DCBLD2	DCBLD2	Dcbld2	1	1	1	1
DCC	DCC	DCC	Dcc	1	1	1	1
DCDC2	DCDC2	DCDC2	Dcdc2a	1	1	1	1
DCDC2B	DCDC2B	DCDC2B	Dcdc2b	1	1	1	1
DCDC2C	DCDC2C	ENSCJAG00000016446	Dcdc2c	1	1	1	1
DCHS1	DCHS1	DCHS1	Dchs1	1	1	1	1
DCK	DCK	DCK	Dck	1	1	1	1
DCLK1	DCLK1	DCLK1	Dclk1	1	1	1	1
DCLK2	DCLK2	DCLK2	Dclk2	1	1	1	1
DCLK3	DCLK3	DCLK3	Dclk3	1	1	1	1
DCLRE1A	DCLRE1A	DCLRE1A	Dclre1a	1	1	1	1
DCLRE1B	DCLRE1B	DCLRE1B	Dclre1b	1	1	1	1
DCLRE1C	DCLRE1C	DCLRE1C	Dclre1c	1	1	1	1
DCN	DCN	DCN	Dcn	1	1	1	1
DCP1A	DCP1A	DCP1A	Dcp1a	1	1	1	1
DCP1B	DCP1B	DCP1B	Dcp1b	1	1	1	1
DCP2	DCP2	DCP2	Dcp2	1	1	1	1
DCPS	DCPS	DCPS	Dcps	1	1	1	1
DCST1	DCST1	DCST1	Dcst1	1	1	1	1
DCST2	DCST2	DCST2	Dcst2	1	1	1	1
DCSTAMP	DCSTAMP	DCSTAMP	Dcstamp	1	1	1	1
DCT	DCT	DCT	Dct	1	1	1	1
DCTD	DCTD	DCTD	Dctd	1	1	1	1
DCTN1	DCTN1	DCTN1	Dctn1	1	1	1	1
DCTN2	DCTN2	DCTN2	Dctn2	1	1	1	1
DCTN3	DCTN3	DCTN3	Dctn3	1	1	1	1
DCTN4	DCTN4	DCTN4	Dctn4	1	1	1	1
DCTN5	DCTN5	DCTN5	Dctn5	1	1	1	1
DCTN6	DCTN6	DCTN6	Dctn6	1	1	1	1
DCUN1D2	DCUN1D2	DCUN1D2	Dcun1d2	1	1	1	1
DCUN1D3	DCUN1D3	DCUN1D3	Dcun1d3	1	1	1	1
DCUN1D4	DCUN1D4	DCUN1D4	Dcun1d4	1	1	1	1
DCUN1D5	DCUN1D5	DCUN1D5	Dcun1d5	1	1	1	1
DCX	DCX	DCX	Dcx	1	1	1	1
DDA1	DDA1	DDA1	Dda1	1	1	1	1
DDAH1	DDAH1	DDAH1	Ddah1	1	1	1	1
DDAH2	DDAH2	DDAH2	Ddah2	1	1	1	1
DDB1	DDB1	DDB1	Ddb1	1	1	1	1
DDB2	DDB2	DDB2	Ddb2	1	1	1	1
DDC	DDC	DDC	Ddc	1	1	1	1
DDHD1	DDHD1	DDHD1	Ddhd1	1	1	1	1
DDHD2	DDHD2	DDHD2	Ddhd2	1	1	1	1
DDI1	DDI1	DDI1	Ddi1	1	1	1	1
DDIAS	DDIAS	DDIAS	Ddias	1	1	1	1
DDIT3	DDIT3	DDIT3	Ddit3	1	1	1	1
DDIT4	DDIT4	DDIT4	Ddit4	1	1	1	1
DDIT4L	DDIT4L	DDIT4L	Ddit4l	1	1	1	1
DDN	DDN	DDN	Ddn	1	1	1	1
DDO	DDO	DDO	Ddo	1	1	1	1
DDOST	DDOST	DDOST	Ddost	1	1	1	1
DDR1	DDR1	DDR1	Ddr1	1	1	1	1
DDR2	DDR2	DDR2	Ddr2	1	1	1	1
DDRGK1	DDRGK1	DDRGK1	Ddrgk1	1	1	1	1
DDX1	DDX1	DDX1	Ddx1	1	1	1	1
DDX10	DDX10	DDX10	Ddx10	1	1	1	1
DDX17	DDX17	DDX17	Ddx17	1	1	1	1
DDX18	DDX18	DDX18	Ddx18	1	1	1	1
DDX19A	DDX19A	ENSCJAG00000001392	Ddx19a	1	1	1	1
DDX19B	DDX19B	ENSCJAG00000014587	Ddx19b	1	1	1	1
DDX20	DDX20	DDX20	Ddx20	1	1	1	1
DDX21	DDX21	DDX21	Ddx21	1	1	1	1
DDX23	DDX23	DDX23	Ddx23	1	1	1	1
DDX24	DDX24	DDX24	Ddx24	1	1	1	1
DDX25	DDX25	DDX25	Ddx25	1	1	1	1
DDX27	DDX27	DDX27	Ddx27	1	1	1	1
DDX31	DDX31	DDX31	Ddx31	1	1	1	1
DDX39A	DDX39A	DDX39A	Ddx39	1	1	1	1
DDX39B	DDX39B	DDX39B	Ddx39b	1	1	1	1
DDX4	DDX4	DDX4	Ddx4	1	1	1	1
DDX41	DDX41	DDX41	Ddx41	1	1	1	1
DDX42	DDX42	DDX42	Ddx42	1	1	1	1
DDX43	DDX43	DDX43	Ddx43	1	1	1	1
DDX46	DDX46	DDX46	Ddx46	1	1	1	1
DDX47	DDX47	DDX47	Ddx47	1	1	1	1
DDX49	DDX49	DDX49	Ddx49	1	1	1	1
DDX5	DDX5	DDX5	Ddx5	1	1	1	1
DDX50	DDX50	DDX50	Ddx50	1	1	1	1
DDX51	DDX51	DDX51	Ddx51	1	1	1	1
DDX52	DDX52	DDX52	Ddx52	1	1	1	1
DDX56	DDX56	DDX56	Ddx56	1	1	1	1
DDX58	DDX58	DDX58	Ddx58	1	1	1	1
DDX59	DDX59	DDX59	Ddx59	1	1	1	1
DDX6	DDX6	DDX6	Ddx6	1	1	1	1
DDX60	DDX60	DDX60	Ddx60	1	1	1	1
DEAF1	DEAF1	DEAF1	Deaf1	1	1	1	1
DECR1	DECR1	DECR1	Decr1	1	1	1	1
DECR2	DECR2	DECR2	Decr2	1	1	1	1
DEDD	DEDD	DEDD	Dedd	1	1	1	1
DEDD2	DEDD2	DEDD2	Dedd2	1	1	1	1
DEF6	DEF6	DEF6	Def6	1	1	1	1
DEF8	DEF8	DEF8	Def8	1	1	1	1
DEFB1	DEFB1	DEFB1	Defb1	1	1	1	1
DEFB110	DEFB110	DEFB110	Defb41	1	1	1	1
DEFB113	DEFB113	DEFB113	Defb18	1	1	1	1
DEFB118	DEFB118	DEFB118	Defb21	1	1	1	1
DEFB123	DEFB123	DEFB123	Defb36	1	1	1	1
DEFB124	DEFB124	DEFB124	Defb25	1	1	1	1
DEFB125	DEFB125	DEFB125	Defb26	1	1	1	1
DEFB126	DEFB126	DEFB126	Defb22	1	1	1	1
DEFB128	DEFB128	DEFB128	Defb20	1	1	1	1
DEFB129	DEFB129	DEFB129	Defb23	1	1	1	1
DEFB135	DEFB135	DEFB135	Defb30	1	1	1	1
DEFB136	DEFB136	DEFB136	Defb42	1	1	1	1
DEGS2	DEGS2	DEGS2	Degs2	1	1	1	1
DENND1A	DENND1A	DENND1A	Dennd1a	1	1	1	1
DENND1B	DENND1B	DENND1B	Dennd1b	1	1	1	1
DENND1C	DENND1C	DENND1C	Dennd1c	1	1	1	1
DENND2A	DENND2A	DENND2A	Dennd2a	1	1	1	1
DENND2C	DENND2C	DENND2C	Dennd2c	1	1	1	1
DENND2D	DENND2D	DENND2D	Dennd2d	1	1	1	1
DENND3	DENND3	DENND3	Dennd3	1	1	1	1
DENND4A	DENND4A	DENND4A	Dennd4a	1	1	1	1
DENND4B	DENND4B	DENND4B	Dennd4b	1	1	1	1
DENND4C	DENND4C	DENND4C	Dennd4c	1	1	1	1
DENND5A	DENND5A	DENND5A	Dennd5a	1	1	1	1
DENND5B	DENND5B	DENND5B	Dennd5b	1	1	1	1
DENND6A	DENND6A	DENND6A	Dennd6a	1	1	1	1
DENND6B	DENND6B	DENND6B	Dennd6b	1	1	1	1
DEPDC1	DEPDC1	DEPDC1	Depdc1a	1	1	1	1
DEPDC1B	DEPDC1B	DEPDC1B	Depdc1b	1	1	1	1
DEPDC5	DEPDC5	DEPDC5	Depdc5	1	1	1	1
DEPDC7	DEPDC7	DEPDC7	Depdc7	1	1	1	1
DEPTOR	DEPTOR	DEPTOR	Deptor	1	1	1	1
DERA	DERA	DERA	Dera	1	1	1	1
DERL1	DERL1	DERL1	Derl1	1	1	1	1
DERL2	DERL2	DERL2	Derl2	1	1	1	1
DERL3	DERL3	DERL3	Derl3	1	1	1	1
DES	DES	DES	Des	1	1	1	1
DESI1	DESI1	ENSCJAG00000018941	Desi1	1	1	1	1
DESI2	DESI2	DESI2	Desi2	1	1	1	1
DET1	DET1	DET1	Det1	1	1	1	1
DEUP1	DEUP1	DEUP1	Deup1	1	1	1	1
DEXI	DEXI	DEXI	Dexi	1	1	1	1
DFFA	DFFA	DFFA	Dffa	1	1	1	1
DFFB	DFFB	DFFB	Dffb	1	1	1	1
DGAT1	DGAT1	DGAT1	Dgat1	1	1	1	1
DGAT2	DGAT2	DGAT2	Dgat2	1	1	1	1
DGAT2L6	DGAT2L6	DGAT2L6	Dgat2l6	1	1	1	1
DGCR8	DGCR8	DGCR8	Dgcr8	1	1	1	1
DGKA	DGKA	DGKA	Dgka	1	1	1	1
DGKB	DGKB	DGKB	Dgkb	1	1	1	1
DGKD	DGKD	DGKD	Dgkd	1	1	1	1
DGKE	DGKE	DGKE	Dgke	1	1	1	1
DGKG	DGKG	DGKG	Dgkg	1	1	1	1
DGKH	DGKH	DGKH	Dgkh	1	1	1	1
DGKI	DGKI	DGKI	Dgki	1	1	1	1
DGKK	DGKK	DGKK	Dgkk	1	1	1	1
DGKQ	DGKQ	DGKQ	Dgkq	1	1	1	1
DGKZ	DGKZ	DGKZ	Dgkz	1	1	1	1
DGLUCY	DGLUCY	DGLUCY	Dglucy	1	1	1	1
DGUOK	DGUOK	DGUOK	Dguok	1	1	1	1
DHCR24	DHCR24	DHCR24	Dhcr24	1	1	1	1
DHCR7	DHCR7	DHCR7	Dhcr7	1	1	1	1
DHDDS	DHDDS	DHDDS	Dhdds	1	1	1	1
DHH	DHH	DHH	Dhh	1	1	1	1
DHODH	DHODH	DHODH	Dhodh	1	1	1	1
DHPS	DHPS	DHPS	Dhps	1	1	1	1
DHRS1	DHRS1	DHRS1	Dhrs1	1	1	1	1
DHRS13	DHRS13	DHRS13	Dhrs13	1	1	1	1
DHRS2	DHRS2	DHRS2	Dhrs2	1	1	1	1
DHRS3	DHRS3	DHRS3	Dhrs3	1	1	1	1
DHRS7B	DHRS7B	DHRS7B	Dhrs7b	1	1	1	1
DHRS7C	DHRS7C	DHRS7C	Dhrs7c	1	1	1	1
DHRS9	DHRS9	DHRS9	Dhrs9	1	1	1	1
DHRSX	ENSMFAG00000024714	ENSCJAG00000014484	CAAA01118383.1	1	1	1	1
DHTKD1	DHTKD1	ENSCJAG00000018542	Dhtkd1	1	1	1	1
DHX15	DHX15	DHX15	Dhx15	1	1	1	1
DHX16	DHX16	DHX16	Dhx16	1	1	1	1
DHX29	DHX29	DHX29	Dhx29	1	1	1	1
DHX30	DHX30	DHX30	Dhx30	1	1	1	1
DHX32	DHX32	DHX32	Dhx32	1	1	1	1
DHX33	DHX33	DHX33	Dhx33	1	1	1	1
DHX34	DHX34	DHX34	Dhx34	1	1	1	1
DHX35	DHX35	DHX35	Dhx35	1	1	1	1
DHX36	DHX36	DHX36	Dhx36	1	1	1	1
DHX37	DHX37	DHX37	Dhx37	1	1	1	1
DHX40	DHX40	DHX40	Dhx40	1	1	1	1
DHX57	DHX57	DHX57	Dhx57	1	1	1	1
DHX58	DHX58	DHX58	Dhx58	1	1	1	1
